
ÔöîÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÇÔöÉ
Ôöé                                                                             Ôöé
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.011s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.037s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.012s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.010s
  PASSED  ÔÇó tests.console.output.test_help_comman...  ÔÇó ~ 0.012s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.009s
[1m[42m[30m   GET   [0m [37m/test[0m[90m.........................................[0m[36m   ~ 1ms[0m ­ƒƒó [1m[42m[37m 200 [0m
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.074s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.016s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.012s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.010s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.010s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.005s
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.035s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.test_http_reques...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.033s
  PASSED  ÔÇó tests.console.output.test_var_dumper....  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.contracts.test_c...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_c...  ÔÇó ~ 0.019s
  PASSED  ÔÇó tests.console.output.contracts.test_c...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.contracts.test_c...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.contracts.test_c...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.contracts.test_c...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.contracts.test_c...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.contracts.test_c...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.contracts.test_c...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.contracts.test_c...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.contracts.test_c...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.contracts.test_c...  ÔÇó ~ 0.010s
  PASSED  ÔÇó tests.console.output.contracts.test_c...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.contracts.test_c...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_c...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.024s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.contracts.test_e...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.019s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.003s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.024s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_h...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.output.contracts.test_v...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.027s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.009s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.010s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.087s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.010s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.010s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.011s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.013s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.008s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.022s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.010s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.012s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.console.tasks.test_schedule.Tes...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.004s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.006s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.005s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.007s
  PASSED  ÔÇó tests.container.test_container.TestCo...  ÔÇó ~ 0.007s
